Temperature_C,Humidity_Percent,CO_ppm
23.89,60.8,31.39
23.85,62.1,30.05
24.25,62.1,30.21
24.47,61.5,29.91
24.31,61.0,30.81
24.18,61.7,31.1
24.19,61.4,31.09
24.23,61.4,29.88
24.21,61.7,30.75
24.14,61.5,31.22
24.12,61.0,30.75
24.09,61.3,30.74
23.99,61.6,30.26
24.06,61.6,30.61
23.85,61.5,31.12
24.09,61.7,30.66
23.95,61.3,29.88
23.93,61.5,30.27
24.13,60.4,31.1
24.31,61.3,30.66
24.24,61.6,30.56
23.86,61.3,30.22
23.95,61.3,31.09
24.24,61.1,31.33
23.95,61.7,31.13
24.07,61.6,31.22
24.18,61.6,30.32
23.95,60.9,30.25
24.12,61.4,30.42
23.9,61.3,30.52
24.01,61.3,31.22
24.15,61.2,31.08
23.86,61.3,30.77
24.17,61.7,29.78
24.1,60.8,29.66
24.18,61.9,30.62
24.13,61.5,30.94
24.3,61.4,30.46
24.12,61.7,31.46
24.04,61.0,29.96
24.12,61.2,29.9
24.18,61.4,30.17
24.11,61.8,30.15
24.11,61.4,30.76
23.99,61.5,30.29
24.0,61.2,29.73
23.89,61.5,30.95
24.36,61.9,29.62
23.91,61.7,29.96
24.0,61.4,29.69
23.99,61.6,30.6
24.23,61.6,30.59
24.06,61.6,31.46
24.29,61.7,30.96
24.0,61.7,31.22
24.14,61.4,30.64
23.97,61.6,30.01
24.42,61.3,30.56
23.92,61.1,30.8
24.15,61.3,30.85
24.2,61.4,30.26
24.16,60.9,30.74
24.07,61.7,30.03
24.08,60.6,29.98
24.11,62.2,29.94
24.08,61.9,30.51
24.24,61.3,29.91
24.43,61.4,30.29
24.02,61.5,30.95
23.89,61.2,29.99
24.09,61.5,30.25
24.49,61.4,30.54
23.98,61.4,30.62
24.35,61.5,30.25
24.35,61.0,30.89
24.02,61.4,30.8
24.19,61.4,31.07
24.34,61.4,30.46
24.04,61.3,30.24
24.07,61.7,30.16
24.01,61.3,30.65
23.95,61.5,30.31
24.0,61.8,30.22
23.92,61.4,30.28
24.11,61.5,30.16
23.98,61.4,30.6
24.14,61.8,29.79
23.87,61.3,30.65
24.15,61.8,30.84
24.23,61.4,30.21
23.8,61.1,31.46
24.16,61.6,30.51
24.28,61.3,29.72
23.92,61.6,30.36
24.35,60.6,30.53
24.16,61.4,30.72
23.99,61.3,30.37
24.09,61.1,29.99
24.18,61.2,29.95
24.11,61.2,30.17
24.18,61.4,30.22
23.96,61.0,29.93
24.13,61.5,30.13
23.89,61.8,30.83
24.08,61.5,31.32
23.96,61.6,30.88
23.99,61.7,31.15
24.29,61.8,30.99
24.26,62.0,30.92
24.19,61.3,30.33
23.94,61.2,30.57
24.05,61.6,30.29
24.28,61.6,30.39
24.12,61.6,30.53
24.45,62.0,30.86
24.16,61.4,30.71
24.13,61.5,30.42
24.05,61.1,30.53
24.12,62.0,30.72
24.08,61.3,30.83
24.21,61.3,29.74
24.24,61.3,29.96
23.98,61.2,31.05
23.9,61.2,30.47
23.82,61.2,30.29
24.18,61.0,30.37
23.93,61.2,30.37
23.78,62.0,30.78
24.16,61.6,29.95
24.47,61.7,30.51
24.1,61.8,30.62
24.23,62.0,30.7
24.11,60.9,30.61
24.09,61.0,30.76
24.24,61.2,30.21
24.06,61.3,30.03
24.14,61.3,31.73
24.15,61.3,30.35
24.0,61.5,30.41
24.25,61.4,30.84
24.07,61.2,31.3
23.99,60.7,30.23
24.18,61.1,30.0
23.97,61.2,29.88
24.1,61.3,31.3
24.1,61.1,29.98
24.26,61.3,30.49
24.17,61.1,30.01
24.1,61.4,29.78
24.22,61.1,30.35
24.31,61.1,30.03
24.18,61.0,30.15
24.1,61.4,31.5
23.9,61.1,30.71
23.94,61.7,30.97
24.05,61.5,30.91
24.01,61.4,30.45
24.07,61.2,30.28
24.11,61.5,30.62
24.18,61.6,30.58
24.09,61.4,30.22
24.17,61.9,30.56
24.11,61.5,30.15
23.8,61.7,30.41
23.96,61.4,30.33
24.08,61.6,29.87
23.92,61.2,29.32
24.19,61.3,30.03
24.33,61.5,31.4
24.28,61.5,30.35
24.07,61.6,30.89
24.32,61.7,29.44
24.12,61.0,30.0
24.05,61.1,29.82
24.01,61.5,30.4
24.05,61.2,31.71
24.04,62.4,30.73
24.13,61.6,31.35
24.12,61.4,30.37
24.1,61.2,31.18
24.17,61.3,31.54
24.28,61.4,30.45
24.24,61.4,30.23
23.88,61.3,29.84
23.72,61.3,30.35
24.24,61.8,30.54
23.89,61.8,31.52
24.07,61.5,29.85
23.92,61.0,30.53
23.83,61.6,29.59
24.18,61.9,30.29
24.21,61.8,30.66
24.01,61.6,30.76
23.71,61.8,30.79
24.02,61.4,30.7
24.16,61.6,30.79
23.88,61.2,30.52
24.13,61.5,29.98
24.1,61.8,29.57
24.19,61.2,30.23
24.12,61.1,30.43
23.95,61.4,31.13
24.28,61.3,30.45
24.08,61.6,30.4
24.1,61.3,30.69
23.96,61.9,30.36
24.03,61.0,30.91
23.97,61.8,31.49
24.07,61.2,31.6
24.36,60.9,30.55
23.89,61.5,30.67
23.86,61.3,31.29
24.32,61.1,30.43
24.07,60.9,30.84
24.0,61.4,29.93
24.26,61.7,30.34
24.01,61.6,31.08
24.37,61.4,30.14
24.2,61.5,30.44
24.03,61.4,29.71
24.42,61.0,31.5
24.01,61.0,31.13
24.21,61.3,30.59
24.14,61.4,30.75
24.3,61.7,30.7
24.33,61.6,31.19
24.1,61.6,30.24
23.99,61.3,30.87
24.17,61.0,31.04
24.0,61.5,31.11
24.4,61.6,29.37
24.12,60.7,30.2
24.05,61.1,29.99
24.13,61.2,30.57
23.9,61.4,29.49
23.95,61.2,29.48
24.28,61.4,31.59
24.0,61.3,30.81
23.94,61.4,30.56
24.18,61.2,30.68
24.28,61.2,30.57
24.21,61.1,31.0
24.25,61.5,30.18
23.99,61.6,30.59
23.89,61.2,30.61
24.33,61.9,29.98
24.05,61.3,31.14
24.06,61.9,30.28
24.3,61.2,31.01
24.18,60.8,30.56
24.17,61.5,31.32
24.42,61.5,29.98
24.0,61.4,29.96
24.24,61.2,30.05
24.11,61.4,30.57
24.14,61.2,31.27
24.33,61.3,31.3
24.18,61.7,29.35
24.18,61.5,30.62
24.26,61.6,28.89
24.05,61.3,30.9
23.97,61.3,31.06
23.94,61.1,30.48
23.81,61.3,30.54
24.41,60.4,30.54
23.93,61.2,30.11
24.07,61.4,30.72
24.06,61.6,30.38
24.15,61.3,30.97
24.22,61.5,30.44
24.23,60.7,30.07
24.01,61.4,29.73
24.07,60.9,29.57
24.14,61.0,31.16
24.06,61.3,30.27
24.34,61.8,30.67
24.17,61.5,31.39
24.21,61.4,30.22
24.2,61.4,30.19
24.28,61.2,30.43
24.13,61.2,30.51
23.91,61.5,31.44
24.16,61.0,31.28
24.0,61.6,30.81
24.02,61.3,31.22
24.19,61.6,30.41
24.29,61.7,30.65
24.1,60.9,30.35
24.15,61.2,29.85
24.36,61.1,31.1
24.14,60.9,30.77
24.49,61.1,30.51
24.18,62.1,30.5
23.84,61.6,29.75
24.21,62.0,30.01
24.16,61.6,30.67
24.29,61.2,30.24
24.2,61.3,30.39
24.08,61.6,30.45
23.92,61.5,30.16
24.07,61.2,30.02
23.97,60.9,29.69
24.01,62.4,30.43
24.19,61.4,30.81
24.35,61.3,29.68
24.16,61.4,30.49
23.92,61.3,30.64
24.17,61.4,30.01
24.28,61.8,31.21
24.01,61.4,30.31
24.08,61.1,30.45
24.1,61.4,30.42
23.98,61.3,29.61
24.2,61.8,31.0
24.08,61.8,30.02
24.16,61.4,30.38
23.97,61.0,30.8
24.03,61.0,31.23
24.21,61.4,29.96
24.04,61.5,30.28
24.36,61.3,31.19
24.04,61.3,30.73
24.13,61.2,30.84
24.24,61.4,29.97
23.89,60.7,30.31
23.84,61.1,30.42
23.87,61.2,30.07
24.29,61.8,29.66
24.02,61.2,30.24
24.48,61.5,31.18
24.02,61.5,30.53
24.13,61.8,31.19
24.33,61.8,30.59
24.4,61.4,30.12
24.41,61.3,31.14
24.28,61.2,30.61
24.25,61.3,30.98
24.19,61.3,29.97
24.22,61.6,31.02
24.02,61.5,31.03
23.98,61.6,30.64
24.1,61.8,30.1
24.07,62.0,30.48
24.03,61.4,30.81
24.2,61.7,30.62
24.24,61.3,30.8
24.11,61.8,31.01
24.32,61.7,30.18
23.93,61.7,29.92
24.07,61.4,30.48
23.99,61.2,30.34
23.82,61.0,30.89
24.09,61.4,29.96
24.08,61.9,31.01
24.33,61.3,31.18
24.19,61.6,30.5
23.95,61.7,30.53
24.38,61.3,30.12
24.28,61.8,30.23
24.19,60.5,30.3
24.07,61.0,31.22
23.96,61.1,30.46
24.04,61.2,29.84
24.26,61.5,30.63
24.38,61.5,30.91
24.33,61.5,30.49
24.03,61.6,31.23
23.93,61.1,30.89
24.12,61.0,29.98
23.83,61.5,30.22
24.15,61.2,30.61
24.08,60.9,29.67
24.03,61.7,30.67
23.86,61.8,29.62
24.18,61.9,31.01
24.02,61.5,30.95
23.92,61.6,30.75
23.67,61.8,30.16
24.1,61.2,30.59
24.37,61.7,30.24
24.35,61.5,29.98
24.03,61.7,30.33
24.01,61.5,30.85
24.17,61.8,30.52
23.95,61.5,31.23
24.15,61.0,30.88
24.21,61.8,30.83
24.28,61.1,29.7
24.08,61.8,30.36
24.07,61.4,29.97
23.97,61.8,30.41
23.98,61.7,30.15
24.07,61.5,30.31
24.16,61.6,31.03
24.24,61.5,30.74
23.98,60.8,31.0
24.32,61.4,29.7
24.06,61.1,30.53
24.1,61.5,30.98
23.99,61.1,31.25
23.74,61.0,29.73
24.23,61.9,30.32
24.21,61.7,31.02
24.06,61.4,30.4
24.11,61.5,30.04
24.18,61.3,29.73
23.87,61.6,30.03
24.02,61.2,29.66
24.22,61.7,30.53
23.91,61.3,30.95
24.14,61.3,29.87
23.9,61.4,30.63
24.17,61.2,30.92
24.09,61.5,30.5
23.86,61.2,29.69
24.27,61.5,30.69
23.99,61.8,30.47
23.98,61.2,30.42
24.13,61.4,30.23
24.27,61.5,30.54
23.95,61.3,30.75
24.11,61.5,31.7
24.16,61.6,30.56
24.2,61.7,31.26
24.13,61.2,30.68
24.04,61.1,30.45
23.98,61.3,30.57
24.11,61.1,29.89
23.94,61.6,30.65
23.66,61.1,29.5
24.17,62.1,30.07
24.24,61.8,30.55
23.75,61.4,31.1
23.95,61.7,31.22
24.19,60.9,30.38
24.41,62.2,30.58
24.1,61.2,30.99
23.99,61.4,29.84
24.07,60.8,30.7
24.31,61.5,30.09
24.0,61.1,30.41
23.98,61.4,30.27
24.03,61.2,30.72
23.96,61.1,30.78
24.12,61.2,30.95
24.34,61.5,30.67
24.15,61.0,30.59
24.06,61.2,31.43
24.06,61.6,29.74
23.87,62.2,31.35
24.23,61.5,30.36
24.09,61.1,30.79
24.07,61.3,30.34
24.58,61.4,30.15
24.14,61.3,30.74
23.99,61.7,31.02
24.04,61.5,30.74
24.27,61.7,30.23
24.12,61.3,32.31
23.88,61.8,31.1
24.24,61.4,30.97
24.0,61.1,30.32
24.38,62.1,30.19
24.26,60.9,30.36
24.03,61.2,31.04
24.29,61.2,30.0
24.11,62.2,29.97
24.23,61.9,30.77
24.17,61.8,30.66
23.97,61.3,30.11
24.0,62.1,29.95
24.25,61.5,31.22
24.05,61.7,30.68
24.04,61.5,29.82
23.96,61.4,29.85
24.16,61.3,30.32
24.41,61.3,30.87
23.94,61.6,30.8
24.1,61.5,31.07
24.31,61.4,29.75
24.09,61.9,30.61
24.17,60.5,31.21
23.94,61.6,31.17
24.16,61.6,30.68
24.07,61.7,31.67
24.25,61.4,30.8
24.28,61.5,31.02
24.49,61.7,30.52
24.19,61.8,30.11
24.15,61.3,30.06
24.13,61.5,30.59
24.05,61.9,30.39
24.15,60.8,29.62
24.06,61.2,29.99
24.13,61.8,30.34
24.3,61.7,30.86
23.95,61.6,30.49
24.27,61.3,30.46
24.3,61.1,30.01
24.08,61.2,30.51
23.78,61.9,31.16
24.01,61.2,30.58
24.29,61.4,29.75
24.1,61.2,29.87
23.95,61.7,30.79
24.02,61.2,30.39
24.23,61.4,30.46
24.18,60.9,30.19
24.06,60.9,30.75
24.04,61.4,30.35
24.04,61.0,30.41
23.96,62.0,30.07
24.34,60.8,30.96
24.05,61.2,30.39
24.28,61.4,30.8
24.33,61.3,29.9
24.25,61.1,31.37
24.04,61.1,31.14
24.16,61.1,29.55
24.1,61.3,30.1
23.96,62.0,30.74
24.15,61.4,29.84
23.92,61.8,30.43
24.28,61.6,30.71
24.03,61.7,30.41
24.13,60.6,30.77
24.14,61.3,30.15
24.06,61.8,29.38
24.19,61.2,30.99
24.03,61.9,30.99
24.23,61.8,31.75
23.9,61.3,29.4
24.12,61.2,30.88
24.39,61.1,29.52
23.95,61.2,31.38
24.0,61.0,30.74
24.18,61.5,30.02
24.13,61.0,30.89
24.15,61.6,30.22
24.17,61.6,30.65
24.2,60.9,30.6
24.27,61.9,31.37
24.16,61.6,31.41
24.06,61.6,30.2
24.2,61.2,31.03
24.38,61.6,30.68
24.08,61.7,29.79
23.95,61.4,30.15
24.27,62.0,31.67
24.08,61.4,30.68
23.77,61.7,31.0
24.23,61.5,30.39
24.02,61.6,30.23
24.09,60.9,30.51
24.15,61.5,30.37
24.13,61.2,29.75
24.21,61.1,30.0
24.03,61.9,30.85
24.18,61.3,30.31
24.06,61.1,30.51
24.21,61.3,30.62
24.19,61.0,30.66
23.96,61.8,31.07
24.26,61.2,29.95
24.02,61.6,30.79
24.22,61.8,30.88
24.16,61.2,30.99
24.38,61.6,29.79
24.07,61.1,30.63
24.05,62.1,31.36
24.1,61.7,30.45
24.05,61.3,30.74
24.22,61.2,30.89
23.86,61.4,29.99
23.94,61.3,31.42
23.94,62.0,30.75
24.24,61.0,30.76
24.36,61.4,29.67
24.08,61.4,30.9
24.07,61.4,30.75
24.11,61.4,31.31
24.27,61.4,30.34
23.96,61.7,30.01
24.14,61.6,30.16
24.25,61.5,30.25
24.18,60.5,29.94
24.13,61.5,31.15
24.25,60.9,31.16
23.69,61.6,30.4
24.2,61.8,30.3
24.0,61.1,29.59
23.83,61.3,30.85
24.18,61.2,31.33
24.31,61.8,30.18
24.08,61.4,30.44
24.24,61.9,30.72
24.34,61.5,31.36
24.3,61.5,30.6
24.35,61.4,30.6
24.21,61.6,30.59
24.11,60.9,29.79
23.86,61.4,29.78
24.06,61.4,30.1
23.97,61.6,31.01
24.43,61.3,30.33
24.07,61.1,30.24
24.12,61.4,30.23
24.18,61.1,30.43
24.11,60.8,31.35
24.35,61.6,30.42
24.01,61.6,30.11
24.13,61.5,30.51
23.99,61.8,31.38
23.9,61.2,30.25
24.01,61.0,29.91
24.09,61.4,30.25
24.04,61.3,30.56
24.0,61.1,30.84
23.89,61.4,31.0
24.09,61.2,29.98
23.87,60.8,30.02
24.21,61.3,30.34
24.11,61.1,30.84
23.88,61.5,29.87
24.05,61.2,30.2
23.99,61.7,30.2
24.15,61.9,30.97
24.3,61.6,30.76
23.82,60.9,30.95
24.12,61.9,31.17
24.08,61.9,30.35
24.2,61.4,29.91
24.13,61.8,29.91
23.99,61.2,29.58
24.05,60.8,30.27
23.98,61.2,30.31
24.26,61.9,30.89
24.1,61.0,30.51
24.39,61.4,30.25
24.09,61.4,30.44
23.99,61.2,29.98
23.87,61.3,31.01
23.83,61.4,30.11
23.86,61.2,29.93
24.14,61.0,30.91
24.18,61.5,30.79
23.86,61.7,29.64
24.23,61.7,30.93
24.03,61.2,30.13
24.12,61.0,30.31
24.34,61.3,30.59
24.23,61.9,30.79
24.06,61.6,30.72
23.97,61.6,30.48
23.78,61.7,30.29
23.99,61.5,30.71
24.07,61.4,30.44
23.95,61.6,31.4
24.08,61.2,30.79
24.11,61.0,30.04
24.07,61.6,30.26
24.0,61.8,30.52
24.13,61.1,31.15
24.17,61.6,31.21
23.94,61.9,30.3
24.31,61.4,30.03
24.09,61.2,29.97
24.1,61.4,30.63
24.21,61.2,31.65
24.13,61.2,30.77
24.24,61.5,29.7
24.14,60.9,30.14
24.01,61.0,30.19
24.15,61.4,30.09
23.93,61.4,30.31
24.12,61.5,30.68
24.1,62.0,30.84
24.07,61.4,31.05
24.08,61.6,30.76
23.82,61.1,29.52
24.02,61.6,29.97
24.11,61.2,30.42
24.12,61.4,30.57
23.95,61.4,30.93
24.29,61.7,30.52
23.97,61.0,30.53
24.25,60.7,30.62
24.16,61.3,30.37
24.0,61.5,30.54
24.37,61.4,31.06
23.92,61.8,30.46
24.24,61.5,30.48
24.25,61.2,30.48
24.0,60.7,31.15
24.31,61.3,29.95
24.06,61.7,31.39
24.14,61.3,29.91
24.14,61.4,30.17
24.08,61.5,30.87
24.22,61.1,31.02
24.22,61.6,29.8
23.84,61.9,29.95
24.3,61.3,30.64
23.85,61.1,31.67
24.25,61.4,31.12
24.27,60.7,30.38
23.94,61.5,29.29
24.04,61.5,30.54
23.93,61.9,30.68
24.07,61.3,30.31
24.05,61.5,30.07
24.22,61.1,30.58
24.3,61.3,30.03
24.31,60.9,31.44
24.02,61.3,31.26
24.07,61.3,30.83
23.85,61.5,30.54
23.98,61.2,30.17
24.24,61.4,30.49
24.34,61.3,31.32
23.91,61.3,30.93
24.01,61.4,30.6
24.1,61.4,30.96
24.14,61.6,30.77
23.98,61.4,30.7
24.16,61.3,30.99
24.03,61.3,30.76
24.1,61.2,30.93
24.18,61.3,30.58
24.1,62.0,30.37
24.03,61.1,30.23
24.08,61.3,30.17
24.09,61.3,29.7
24.04,61.3,30.04
24.06,61.3,30.03
24.34,61.5,30.25
24.18,60.9,31.28
24.06,61.7,30.42
24.2,61.6,30.62
24.05,61.0,30.64
24.28,60.7,31.29
24.16,61.1,30.21
24.08,61.3,30.39
24.17,62.2,30.45
23.86,61.6,31.07
23.93,60.9,31.17
23.92,61.2,30.74
24.12,61.4,31.12
24.36,61.5,30.59
24.43,61.0,30.41
24.2,61.4,31.09
24.18,61.2,30.74
23.83,61.1,30.13
24.02,61.5,31.0
23.98,61.6,30.4
24.01,61.7,30.33
24.07,61.6,30.95
24.03,61.3,30.46
23.8,61.6,30.69
24.21,61.5,30.83
23.94,61.4,30.11
24.14,61.2,30.69
24.41,61.3,31.17
23.96,61.4,30.02
23.72,62.1,30.72
24.06,61.5,30.09
24.27,61.2,31.01
24.39,61.2,31.01
23.92,61.3,30.32
24.17,62.1,31.6
24.03,61.3,31.05
24.08,61.7,30.85
24.5,61.3,30.83
23.87,61.5,30.99
24.14,61.6,30.0
24.17,61.2,30.6
24.26,61.2,30.69
24.11,61.9,30.3
24.15,61.7,30.73
24.04,61.6,31.12
24.14,61.6,30.29
24.05,61.5,30.47
24.19,62.0,30.09
24.04,61.4,29.61
24.16,61.6,30.89
24.1,61.0,30.49
24.27,61.2,30.52
24.09,61.0,30.01
23.83,61.8,30.41
24.29,60.6,31.05
23.96,61.3,30.5
24.0,60.5,30.51
24.01,61.2,30.6
24.31,61.3,29.88
23.78,61.8,30.81
24.57,61.5,29.87
24.26,61.2,30.03
24.13,61.7,29.98
24.09,61.4,30.41
24.14,61.4,30.32
24.18,61.0,30.5
24.2,61.1,30.05
24.18,61.2,31.0
24.11,61.4,30.92
24.07,61.4,30.41
24.08,61.9,30.26
24.07,61.5,30.21
24.27,60.6,30.34
24.19,61.5,29.8
23.66,61.0,30.02
24.2,61.1,30.93
24.13,61.2,30.65
24.1,61.2,31.32
24.04,61.0,30.35
24.27,61.5,30.32
24.24,61.0,30.3
23.98,61.5,30.34
24.16,62.1,30.17
23.95,61.0,30.64
23.89,61.3,30.51
24.01,60.6,30.25
24.23,61.3,31.13
24.24,61.6,31.45
24.18,61.6,31.08
24.21,61.4,30.78
24.18,61.7,30.88
24.0,62.2,31.43
24.16,61.9,30.88
24.22,61.2,30.21
24.21,61.0,30.7
24.28,61.3,30.81
24.21,61.1,30.0
24.15,61.5,30.36
24.26,61.0,31.05
24.1,61.4,29.59
23.97,61.7,29.87
24.08,61.4,30.41
23.99,61.1,30.68
23.6,61.9,27.18
23.91,60.1,32.45
23.95,61.1,29.31
24.21,61.5,33.1
24.19,60.7,31.71
24.48,61.4,29.99
24.12,61.5,34.38
24.2,60.8,32.05
24.55,60.1,31.4
24.57,60.4,33.35
24.23,60.4,28.94
24.1,59.7,28.21
24.26,60.9,34.52
24.43,61.4,31.64
24.19,60.6,34.52
24.83,59.7,33.3
24.46,61.2,31.21
24.65,59.4,33.73
25.07,61.4,32.19
24.6,60.5,31.82
25.15,60.1,31.64
25.17,60.9,31.32
25.17,60.7,34.47
24.79,60.2,33.06
24.88,59.7,34.07
25.23,61.3,34.47
25.67,59.6,32.77
24.94,60.8,33.28
25.33,59.5,39.95
24.93,60.3,35.57
25.48,60.6,38.69
25.4,58.7,39.22
25.87,59.1,35.83
25.38,59.7,36.88
25.58,60.3,37.67
25.97,59.7,40.57
25.48,60.7,38.76
25.78,58.6,35.62
25.68,59.6,38.34
25.5,59.0,38.9
25.8,59.5,35.26
25.75,59.2,39.29
25.63,59.6,40.9
25.92,59.7,36.48
25.66,59.7,36.3
26.18,58.8,41.69
26.24,58.5,37.76
25.84,59.2,37.51
25.76,59.7,41.01
26.2,58.7,39.84
26.17,58.1,40.33
26.12,59.6,42.07
26.25,58.6,42.94
25.86,57.8,39.8
26.31,58.7,44.54
26.06,59.0,42.71
26.38,57.8,36.38
26.5,58.7,38.08
26.47,58.0,36.26
26.95,57.4,40.73
26.82,58.0,38.6
26.83,58.4,40.31
26.8,58.0,43.44
26.86,58.1,38.8
26.92,57.6,42.96
26.8,58.2,42.98
26.73,58.3,42.07
26.93,58.5,41.78
27.63,57.7,38.59
27.33,56.6,41.26
26.96,58.1,45.72
27.24,57.7,40.63
27.22,58.0,47.54
27.21,57.8,40.28
27.26,57.0,41.03
27.37,57.6,42.23
27.12,58.6,46.29
27.78,56.7,43.62
27.26,57.6,46.08
27.24,57.5,44.75
27.35,57.8,44.7
27.76,57.0,47.97
27.28,56.7,47.29
27.12,56.9,43.12
27.47,56.2,44.95
27.14,56.8,48.21
27.47,56.2,46.26
27.49,57.4,42.61
27.68,57.5,43.84
28.2,56.0,48.21
28.05,57.3,48.0
28.23,56.6,45.07
28.27,56.4,48.15
27.74,56.0,51.25
28.22,56.1,51.02
28.08,56.6,51.65
27.81,56.6,49.27
27.78,56.0,47.62
27.96,56.5,48.18
28.35,56.7,47.98
28.47,56.2,46.35
28.31,55.5,47.7
27.91,56.5,51.71
28.71,57.3,45.48
28.33,56.1,46.1
28.89,54.9,50.3
28.64,57.2,49.16
28.67,56.6,45.19
28.84,55.5,49.39
28.6,56.5,50.36
28.46,55.9,50.07
28.83,56.4,52.08
28.75,55.9,48.17
28.76,55.9,50.64
29.41,55.9,50.25
28.94,56.2,51.14
28.99,55.4,47.2
28.7,54.3,50.68
28.34,54.6,51.85
29.06,54.4,52.58
29.73,55.0,56.62
29.25,55.4,54.24
29.31,55.0,53.77
29.52,54.4,54.98
29.6,54.8,52.26
29.53,54.6,56.47
29.26,54.5,55.54
29.31,53.8,53.32
29.47,54.7,57.33
29.58,54.7,54.41
29.47,55.3,58.65
29.67,55.2,54.1
30.14,53.0,53.65
30.09,53.8,52.3
29.73,54.3,54.28
29.85,53.4,53.38
29.69,54.0,57.81
30.39,54.5,55.61
29.41,53.5,52.24
29.91,54.3,55.4
30.12,53.3,55.55
29.89,54.4,54.63
30.06,54.5,55.7
29.93,53.7,56.77
29.91,52.9,57.79
30.11,53.3,57.23
30.16,53.0,58.29
30.4,53.7,54.06
29.88,53.3,61.56
30.49,53.8,53.85
30.38,53.2,56.29
30.76,54.4,54.86
30.21,54.0,58.48
30.84,54.1,58.82
30.43,53.0,58.11
30.76,52.8,61.56
30.85,54.3,59.85
30.93,53.5,58.8
30.81,52.0,60.72
30.83,53.2,62.25
30.54,53.4,62.13
31.09,54.1,59.89
31.06,53.9,57.12
31.34,52.7,60.42
31.46,53.5,60.91
30.55,53.2,59.21
31.23,52.8,59.8
31.13,52.7,61.43
31.06,53.2,63.59
31.35,52.5,64.16
31.38,54.0,62.9
31.41,53.0,60.53
31.22,51.3,63.89
31.5,52.0,63.0
31.31,51.4,61.12
31.69,51.1,66.07
31.3,51.7,60.08
32.12,51.9,63.93
31.76,51.8,64.26
31.58,52.4,62.02
31.51,52.5,63.44
31.55,52.0,64.89
31.9,51.7,63.61
32.15,51.2,64.61
31.51,51.9,63.98
32.32,51.9,65.86
31.87,51.8,63.35
31.9,51.7,62.67
31.64,51.6,64.94
32.31,52.1,66.49
31.89,50.9,60.72
32.21,52.1,63.11
32.39,51.9,69.83
32.17,51.8,65.59
32.36,51.6,64.41
32.16,50.6,67.06
32.17,51.2,64.99
32.61,49.9,61.82
32.46,50.8,66.44
32.6,50.0,64.45
32.26,50.6,66.65
32.52,51.3,67.53
32.66,49.7,67.46
32.33,50.4,63.76
32.69,50.9,66.93
32.94,49.8,68.15
33.08,51.2,65.22
33.07,51.3,64.22
32.6,51.3,65.64
32.8,49.3,69.99
32.77,49.3,64.82
32.95,50.7,70.12
33.3,50.9,69.31
32.89,50.8,67.74
33.3,51.1,66.4
33.0,50.3,68.34
33.55,50.6,72.3
33.63,50.9,72.34
33.57,49.1,67.73
33.51,50.4,71.82
33.22,49.4,70.61
33.51,49.9,70.43
33.52,50.7,70.24
33.2,49.7,70.19
32.72,49.7,75.1
33.71,50.2,71.56
33.88,49.1,74.1
33.83,50.0,70.71
33.42,50.6,71.1
34.09,49.3,72.68
33.59,49.0,75.95
33.87,50.0,70.71
33.78,49.0,73.99
33.55,48.5,72.55
33.77,49.2,69.81
34.02,48.9,69.66
34.31,49.8,72.21
33.83,49.2,73.2
34.16,49.8,75.08
34.45,49.3,69.92
33.92,48.4,74.77
34.3,48.5,73.8
34.49,48.6,73.35
34.28,49.2,75.09
34.75,48.6,78.28
34.38,49.4,74.59
34.11,48.6,73.04
34.5,50.0,75.28
34.49,49.0,76.69
34.39,49.1,76.79
34.3,48.3,77.02
34.98,47.9,74.03
34.23,49.5,72.21
35.12,48.3,77.08
34.41,48.4,73.82
34.89,48.4,77.93
35.04,48.7,77.75
34.71,48.1,76.55
34.12,46.9,76.06
35.07,48.4,77.04
34.96,46.6,76.41
35.17,47.8,74.23
35.29,48.0,77.08
35.06,47.6,78.13
35.62,47.3,80.31
35.32,47.4,76.67
34.93,47.0,80.26
35.05,48.1,75.93
35.26,47.3,75.1
35.49,46.3,78.49
35.42,46.6,76.69
35.52,47.2,76.58
35.41,46.6,83.19
35.33,47.1,78.73
35.53,47.2,84.47
35.47,47.0,78.21
35.84,46.3,76.5
35.47,48.2,83.66
35.77,47.4,78.26
35.94,47.0,80.99
35.58,47.5,78.71
36.17,47.1,81.34
36.31,46.6,78.13
35.97,46.8,80.99
35.95,46.1,80.27
35.76,46.3,82.66
36.09,46.2,82.96
36.01,46.2,82.87
36.08,46.2,83.48
36.47,46.4,83.59
36.7,46.8,82.09
36.55,45.4,83.52
36.63,46.6,82.21
36.25,47.4,83.06
36.4,46.1,84.26
36.66,46.5,80.53
36.67,46.9,86.39
37.07,46.4,83.72
36.9,46.0,84.23
36.19,45.9,84.82
36.86,45.4,85.13
36.61,45.3,85.81
37.18,45.8,85.33
36.82,45.8,88.53
37.0,44.4,78.14
37.49,45.0,88.15
37.17,45.5,87.2
36.98,45.4,81.5
37.1,45.7,87.7
37.43,45.9,87.9
36.93,46.8,88.0
37.39,45.5,83.73
37.16,44.0,87.56
37.57,44.6,88.61
37.47,44.9,85.8
37.21,44.7,88.16
37.33,45.3,87.29
37.72,45.4,89.79
37.62,45.2,87.25
37.53,45.3,86.74
37.64,44.8,87.25
38.03,45.3,86.36
37.5,43.6,88.08
38.09,44.7,90.26
37.65,45.2,90.77
37.83,44.6,90.63
