Date,Time,Temperature_C,Humidity_Percent,CO_ppm,Anomaly_Label
2026-07-07,14:11:50,23.92,61.5,31.07,0
2026-07-07,14:11:55,23.94,61.2,29.16,0
2026-07-07,14:12:00,24.03,61.3,31.28,0
2026-07-07,14:12:05,24.05,61.7,30.14,0
2026-07-07,14:12:10,23.98,61.5,30.38,0
2026-07-07,14:12:15,23.91,60.8,30.72,0
2026-07-07,14:12:20,24.03,61.1,30.42,0
2026-07-07,14:12:25,24.13,61.7,30.6,0
2026-07-07,14:12:30,24.19,61.5,31.29,0
2026-07-07,14:12:35,24.02,61.9,30.31,0
2026-07-07,14:12:40,24.04,61.9,29.96,0
2026-07-07,14:12:45,23.96,61.3,31.41,0
2026-07-07,14:12:50,24.1,62.2,30.76,0
2026-07-07,14:12:55,23.97,61.4,31.46,0
2026-07-07,14:13:00,24.19,61.1,30.93,0
2026-07-07,14:13:05,23.83,61.2,29.84,0
2026-07-07,14:13:10,24.05,60.7,30.82,0
2026-07-07,14:13:15,24.15,61.9,30.01,0
2026-07-07,14:13:20,24.13,61.9,30.5,0
2026-07-07,14:13:25,24.5,61.1,30.46,0
2026-07-07,14:13:30,24.15,61.3,29.69,0
2026-07-07,14:13:35,23.95,61.4,30.09,0
2026-07-07,14:13:40,24.09,61.1,31.6,0
2026-07-07,14:13:45,23.83,60.9,30.62,0
2026-07-07,14:13:50,24.09,61.3,30.41,0
2026-07-07,14:13:55,23.98,61.3,31.41,0
2026-07-07,14:14:00,24.24,61.3,30.3,0
2026-07-07,14:14:05,24.02,61.5,30.45,0
2026-07-07,14:14:10,24.08,61.8,31.0,0
2026-07-07,14:14:15,24.0,61.3,30.3,0
2026-07-07,14:14:20,24.36,61.5,30.13,0
2026-07-07,14:14:25,24.05,61.6,29.37,0
2026-07-07,14:14:30,24.37,61.6,30.03,0
2026-07-07,14:14:35,24.22,61.2,30.03,0
2026-07-07,14:14:40,24.17,61.4,30.58,0
2026-07-07,14:14:45,24.16,61.6,30.19,0
2026-07-07,14:14:50,24.16,61.1,31.58,0
2026-07-07,14:14:55,23.81,61.8,29.97,0
2026-07-07,14:15:00,24.06,61.8,31.2,0
2026-07-07,14:15:05,24.23,61.2,30.61,0
2026-07-07,14:15:10,24.09,61.5,30.9,0
2026-07-07,14:15:15,23.89,61.6,30.87,0
2026-07-07,14:15:20,24.09,61.2,29.39,0
2026-07-07,14:15:25,24.36,61.5,30.49,0
2026-07-07,14:15:30,24.29,61.4,30.37,0
2026-07-07,14:15:35,24.09,61.0,29.93,0
2026-07-07,14:15:40,24.24,61.5,30.73,0
2026-07-07,14:15:45,24.05,61.1,31.36,0
2026-07-07,14:15:50,23.84,61.7,29.16,0
2026-07-07,14:15:55,23.96,61.2,30.23,0
2026-07-07,14:16:00,24.33,61.4,29.88,0
2026-07-07,14:16:05,24.06,61.8,30.54,0
2026-07-07,14:16:10,24.06,61.5,30.34,0
2026-07-07,14:16:15,24.06,61.1,30.2,0
2026-07-07,14:16:20,24.39,61.1,30.84,0
2026-07-07,14:16:25,24.34,61.2,31.32,0
2026-07-07,14:16:30,24.43,61.5,31.83,0
2026-07-07,14:16:35,24.08,61.5,30.13,0
2026-07-07,14:16:40,24.14,61.1,29.59,0
2026-07-07,14:16:45,23.87,61.0,30.78,0
2026-07-07,14:16:50,24.32,61.5,31.31,0
2026-07-07,14:16:55,23.92,61.3,30.91,0
2026-07-07,14:17:00,24.13,62.0,31.3,0
2026-07-07,14:17:05,23.94,61.4,30.39,0
2026-07-07,14:17:10,24.01,61.9,30.2,0
2026-07-07,14:17:15,23.97,61.0,30.56,0
2026-07-07,14:17:20,24.01,60.9,30.33,0
2026-07-07,14:17:25,24.02,61.1,30.83,0
2026-07-07,14:17:30,24.02,61.8,30.98,0
2026-07-07,14:17:35,24.23,61.9,31.02,0
2026-07-07,14:17:40,23.93,61.2,30.76,0
2026-07-07,14:17:45,24.13,61.3,30.62,0
2026-07-07,14:17:50,24.28,61.0,30.9,0
2026-07-07,14:17:55,24.02,60.9,29.52,0
2026-07-07,14:18:00,23.99,61.6,30.61,0
2026-07-07,14:18:05,24.07,61.5,30.53,0
2026-07-07,14:18:10,24.28,61.4,30.61,0
2026-07-07,14:18:15,24.13,61.0,30.46,0
2026-07-07,14:18:20,24.02,61.9,30.72,0
2026-07-07,14:18:25,24.17,61.2,30.21,0
2026-07-07,14:18:30,23.93,61.6,31.06,0
2026-07-07,14:18:35,24.2,61.0,30.74,0
2026-07-07,14:18:40,24.16,61.3,30.58,0
2026-07-07,14:18:45,24.05,61.5,30.15,0
2026-07-07,14:18:50,23.97,61.5,30.91,0
2026-07-07,14:18:55,23.97,61.4,30.6,0
2026-07-07,14:19:00,24.18,61.5,30.12,0
2026-07-07,14:19:05,24.28,61.1,30.47,0
2026-07-07,14:19:10,24.0,61.5,30.81,0
2026-07-07,14:19:15,24.17,61.4,30.78,0
2026-07-07,14:19:20,23.79,61.5,30.74,0
2026-07-07,14:19:25,24.01,61.4,30.55,0
2026-07-07,14:19:30,24.1,61.0,31.01,0
2026-07-07,14:19:35,23.96,61.0,31.12,0
2026-07-07,14:19:40,23.96,60.7,30.87,0
2026-07-07,14:19:45,24.0,61.6,30.21,0
2026-07-07,14:19:50,24.14,61.6,29.97,0
2026-07-07,14:19:55,24.07,61.7,30.23,0
2026-07-07,14:20:00,23.76,61.5,31.48,0
2026-07-07,14:20:05,23.78,60.8,30.64,0
2026-07-07,14:20:10,24.01,61.1,31.56,0
2026-07-07,14:20:15,24.17,61.5,30.44,0
2026-07-07,14:20:20,23.69,61.4,30.37,0
2026-07-07,14:20:25,24.03,61.3,30.46,0
2026-07-07,14:20:30,24.02,61.5,30.45,0
2026-07-07,14:20:35,24.31,61.4,30.11,0
2026-07-07,14:20:40,24.04,61.4,29.93,0
2026-07-07,14:20:45,24.16,61.2,30.75,0
2026-07-07,14:20:50,24.12,61.7,31.03,0
2026-07-07,14:20:55,23.78,61.3,31.72,0
2026-07-07,14:21:00,24.22,61.0,30.28,0
2026-07-07,14:21:05,24.13,61.2,30.32,0
2026-07-07,14:21:10,24.18,61.3,30.11,0
2026-07-07,14:21:15,24.69,61.7,31.06,0
2026-07-07,14:21:20,23.79,61.4,30.91,0
2026-07-07,14:21:25,24.36,61.3,30.06,0
2026-07-07,14:21:30,24.06,61.0,30.05,0
2026-07-07,14:21:35,24.14,61.6,30.98,0
2026-07-07,14:21:40,24.09,61.2,30.69,0
2026-07-07,14:21:45,24.04,61.4,30.88,0
2026-07-07,14:21:50,24.01,61.8,30.06,0
2026-07-07,14:21:55,24.15,61.6,29.56,0
2026-07-07,14:22:00,23.87,60.9,30.06,0
2026-07-07,14:22:05,24.21,60.9,30.84,0
2026-07-07,14:22:10,24.04,61.4,31.56,0
2026-07-07,14:22:15,23.93,61.0,30.29,0
2026-07-07,14:22:20,24.03,61.6,31.64,0
2026-07-07,14:22:25,24.29,61.4,30.91,0
2026-07-07,14:22:30,24.02,61.4,29.8,0
2026-07-07,14:22:35,24.15,61.2,30.61,0
2026-07-07,14:22:40,23.99,61.9,30.93,0
2026-07-07,14:22:45,24.21,62.3,29.29,0
2026-07-07,14:22:50,24.2,61.3,30.82,0
2026-07-07,14:22:55,24.38,61.5,31.09,0
2026-07-07,14:23:00,24.07,61.4,30.7,0
2026-07-07,14:23:05,24.2,61.3,30.47,0
2026-07-07,14:23:10,24.11,61.2,30.41,0
2026-07-07,14:23:15,24.29,61.1,30.38,0
2026-07-07,14:23:20,23.99,61.1,29.91,0
2026-07-07,14:23:25,24.21,61.5,30.16,0
2026-07-07,14:23:30,24.07,61.2,30.29,0
2026-07-07,14:23:35,24.09,60.6,30.56,0
2026-07-07,14:23:40,24.11,61.5,30.22,0
2026-07-07,14:23:45,24.14,61.4,30.07,0
2026-07-07,14:23:50,24.08,61.8,30.88,0
2026-07-07,14:23:55,24.13,61.5,30.69,0
2026-07-07,14:24:00,24.34,61.0,30.23,0
2026-07-07,14:24:05,24.25,60.7,30.75,0
2026-07-07,14:24:10,24.23,61.2,30.27,0
2026-07-07,14:24:15,24.03,61.2,30.53,0
2026-07-07,14:24:20,23.97,61.7,30.99,0
2026-07-07,14:24:25,24.24,61.4,30.2,0
2026-07-07,14:24:30,24.23,61.7,29.91,0
2026-07-07,14:24:35,24.32,61.0,30.43,0
2026-07-07,14:24:40,24.01,61.7,29.82,0
2026-07-07,14:24:45,24.07,61.6,30.36,0
2026-07-07,14:24:50,23.85,60.8,30.36,0
2026-07-07,14:24:55,24.04,61.8,29.27,0
2026-07-07,14:25:00,24.25,61.4,30.77,0
2026-07-07,14:25:05,24.03,61.5,30.41,0
2026-07-07,14:25:10,24.2,61.1,31.09,0
2026-07-07,14:25:15,24.07,61.8,30.61,0
2026-07-07,14:25:20,24.15,61.0,30.87,0
2026-07-07,14:25:25,23.93,61.6,31.1,0
2026-07-07,14:25:30,24.11,61.6,30.43,0
2026-07-07,14:25:35,23.65,61.1,30.5,0
2026-07-07,14:25:40,24.07,62.0,29.71,0
2026-07-07,14:25:45,23.86,61.5,31.12,0
2026-07-07,14:25:50,24.28,61.6,30.43,0
2026-07-07,14:25:55,24.22,60.9,30.0,0
2026-07-07,14:26:00,24.17,62.0,30.87,0
2026-07-07,14:26:05,24.33,61.0,29.41,0
2026-07-07,14:26:10,23.96,61.7,30.29,0
2026-07-07,14:26:15,24.36,61.1,30.95,0
2026-07-07,14:26:20,24.24,61.2,30.28,0
2026-07-07,14:26:25,24.06,61.6,30.14,0
2026-07-07,14:26:30,24.27,61.7,30.29,0
2026-07-07,14:26:35,23.93,61.0,29.5,0
2026-07-07,14:26:40,23.98,61.7,30.86,0
2026-07-07,14:26:45,24.01,61.7,30.44,0
2026-07-07,14:26:50,24.02,61.1,30.36,0
2026-07-07,14:26:55,23.94,61.9,30.37,0
2026-07-07,14:27:00,24.28,61.0,30.51,0
2026-07-07,14:27:05,24.06,61.2,30.83,0
2026-07-07,14:27:10,24.15,61.5,30.47,0
2026-07-07,14:27:15,24.01,61.1,29.82,0
2026-07-07,14:27:20,23.83,61.5,30.79,0
2026-07-07,14:27:25,24.14,61.5,30.75,0
2026-07-07,14:27:30,23.81,61.3,30.6,0
2026-07-07,14:27:35,24.09,61.6,31.04,0
2026-07-07,14:27:40,23.89,61.3,30.52,0
2026-07-07,14:27:45,24.4,61.5,31.06,0
2026-07-07,14:27:50,24.24,61.7,31.2,0
2026-07-07,14:27:55,24.12,61.6,30.79,0
2026-07-07,14:28:00,24.29,61.6,30.13,0
2026-07-07,14:28:05,23.97,61.1,30.43,0
2026-07-07,14:28:10,24.18,61.6,31.12,0
2026-07-07,14:28:15,24.13,61.1,29.75,0
2026-07-07,14:28:20,24.14,61.0,30.3,0
2026-07-07,14:28:25,24.29,61.4,30.33,0
2026-07-07,14:28:30,24.21,61.1,30.07,0
2026-07-07,14:28:35,24.14,61.6,30.94,0
2026-07-07,14:28:40,23.85,61.6,30.69,0
2026-07-07,14:28:45,23.96,60.8,30.14,0
2026-07-07,14:28:50,24.08,61.2,30.8,0
2026-07-07,14:28:55,24.11,61.0,30.42,0
2026-07-07,14:29:00,23.93,61.3,30.05,0
2026-07-07,14:29:05,24.46,61.5,30.14,0
2026-07-07,14:29:10,24.33,61.3,30.72,0
2026-07-07,14:29:15,24.19,61.2,30.97,0
2026-07-07,14:29:20,24.11,61.8,30.26,0
2026-07-07,14:29:25,24.07,60.7,30.77,0
2026-07-07,14:29:30,23.96,61.8,31.29,0
2026-07-07,14:29:35,24.11,61.2,29.87,0
2026-07-07,14:29:40,24.14,61.4,30.68,0
2026-07-07,14:29:45,23.91,61.2,30.92,0
2026-07-07,14:29:50,24.15,61.9,30.45,0
2026-07-07,14:29:55,24.08,61.0,31.12,0
2026-07-07,14:30:00,23.81,61.4,31.6,0
2026-07-07,14:30:05,23.97,61.6,30.67,0
2026-07-07,14:30:10,24.04,60.9,30.38,0
2026-07-07,14:30:15,24.38,61.1,30.99,0
2026-07-07,14:30:20,24.18,61.4,30.92,0
2026-07-07,14:30:25,23.9,61.1,29.24,0
2026-07-07,14:30:30,24.17,61.2,30.5,0
2026-07-07,14:30:35,23.87,61.3,30.3,0
2026-07-07,14:30:40,24.26,61.6,30.7,0
2026-07-07,14:30:45,24.03,61.3,30.4,0
2026-07-07,14:30:50,24.09,61.7,30.46,0
2026-07-07,14:30:55,24.3,61.1,30.07,0
2026-07-07,14:31:00,23.91,61.0,30.87,0
2026-07-07,14:31:05,23.89,62.0,31.33,0
2026-07-07,14:31:10,24.01,61.2,30.08,0
2026-07-07,14:31:15,24.26,61.0,29.8,0
2026-07-07,14:31:20,23.87,60.9,30.51,0
2026-07-07,14:31:25,23.68,61.7,30.49,0
2026-07-07,14:31:30,24.03,61.3,31.09,0
2026-07-07,14:31:35,24.18,61.3,29.89,0
2026-07-07,14:31:40,24.28,61.4,30.23,0
2026-07-07,14:31:45,24.03,61.7,29.43,0
2026-07-07,14:31:50,24.04,61.3,31.19,0
2026-07-07,14:31:55,24.27,62.1,30.63,0
2026-07-07,14:32:00,23.82,61.4,30.27,0
2026-07-07,14:32:05,24.04,61.7,29.84,0
2026-07-07,14:32:10,24.13,61.6,29.88,0
2026-07-07,14:32:15,24.17,61.4,30.71,0
2026-07-07,14:32:20,24.02,61.2,29.95,0
2026-07-07,14:32:25,24.11,61.5,30.55,0
2026-07-07,14:32:30,23.73,61.6,31.52,0
2026-07-07,14:32:35,24.0,61.2,30.33,0
2026-07-07,14:32:40,24.17,61.4,30.02,0
2026-07-07,14:32:45,23.95,61.8,30.69,0
2026-07-07,14:32:50,24.11,62.0,29.89,0
2026-07-07,14:32:55,24.17,61.7,31.36,0
2026-07-07,14:33:00,24.05,62.0,31.2,0
2026-07-07,14:33:05,24.13,61.2,30.42,0
2026-07-07,14:33:10,23.96,61.6,30.05,0
2026-07-07,14:33:15,24.07,61.8,30.29,0
2026-07-07,14:33:20,24.19,61.1,30.35,0
2026-07-07,14:33:25,24.12,61.3,30.69,0
2026-07-07,14:33:30,24.01,61.9,31.02,0
2026-07-07,14:33:35,24.13,61.1,29.98,0
2026-07-07,14:33:40,24.21,61.0,31.01,0
2026-07-07,14:33:45,23.79,61.9,30.81,0
2026-07-07,14:33:50,24.27,61.8,30.25,0
2026-07-07,14:33:55,24.05,61.5,29.96,0
2026-07-07,14:34:00,24.16,61.4,30.56,0
2026-07-07,14:34:05,24.28,61.3,29.97,0
2026-07-07,14:34:10,23.89,61.5,31.01,0
2026-07-07,14:34:15,23.99,61.9,29.94,0
2026-07-07,14:34:20,24.06,61.5,30.77,0
2026-07-07,14:34:25,23.98,62.1,30.46,0
2026-07-07,14:34:30,24.36,61.1,30.22,0
2026-07-07,14:34:35,23.97,61.4,30.45,0
2026-07-07,14:34:40,24.02,61.3,31.04,0
2026-07-07,14:34:45,24.13,61.1,29.9,0
2026-07-07,14:34:50,23.92,61.4,30.29,0
2026-07-07,14:34:55,24.04,61.5,30.12,0
2026-07-07,14:35:00,24.15,61.6,30.48,0
2026-07-07,14:35:05,24.05,62.1,30.16,0
2026-07-07,14:35:10,24.09,61.5,29.62,0
2026-07-07,14:35:15,24.02,61.7,29.97,0
2026-07-07,14:35:20,23.87,61.4,31.32,0
2026-07-07,14:35:25,24.15,61.9,30.62,0
2026-07-07,14:35:30,24.36,62.1,30.61,0
2026-07-07,14:35:35,24.1,61.6,30.36,0
2026-07-07,14:35:40,24.13,61.1,30.47,0
2026-07-07,14:35:45,24.2,61.2,30.29,0
2026-07-07,14:35:50,23.91,61.5,30.76,0
2026-07-07,14:35:55,24.36,61.5,30.55,0
2026-07-07,14:36:00,24.13,61.6,29.91,0
2026-07-07,14:36:05,24.34,61.5,30.63,0
2026-07-07,14:36:10,23.99,61.4,29.27,0
2026-07-07,14:36:15,24.37,61.2,30.71,0
2026-07-07,14:36:20,24.22,61.5,29.8,0
2026-07-07,14:36:25,24.18,62.0,30.45,0
2026-07-07,14:36:30,24.14,61.7,29.9,0
2026-07-07,14:36:35,24.06,61.6,30.5,0
2026-07-07,14:36:40,24.28,61.7,30.79,0
2026-07-07,14:36:45,24.12,61.3,31.25,0
2026-07-07,14:36:50,23.8,61.2,29.73,0
2026-07-07,14:36:55,23.93,61.2,30.99,0
2026-07-07,14:37:00,24.07,61.4,30.57,0
2026-07-07,14:37:05,24.15,61.3,30.27,0
2026-07-07,14:37:10,24.09,61.8,30.88,0
2026-07-07,14:37:15,24.28,61.3,30.38,0
2026-07-07,14:37:20,23.81,61.2,30.86,0
2026-07-07,14:37:25,24.12,62.0,30.0,0
2026-07-07,14:37:30,23.83,61.3,30.18,0
2026-07-07,14:37:35,24.21,61.4,30.97,0
2026-07-07,14:37:40,24.09,61.5,31.24,0
2026-07-07,14:37:45,24.16,61.1,30.48,0
2026-07-07,14:37:50,23.97,61.8,29.11,0
2026-07-07,14:37:55,24.29,61.6,30.4,0
2026-07-07,14:38:00,24.26,61.9,30.52,0
2026-07-07,14:38:05,24.19,61.2,30.38,0
2026-07-07,14:38:10,24.08,61.4,30.67,0
2026-07-07,14:38:15,24.19,61.4,30.26,0
2026-07-07,14:38:20,23.99,61.5,30.92,0
2026-07-07,14:38:25,24.23,61.0,29.92,0
2026-07-07,14:38:30,24.35,61.4,31.12,0
2026-07-07,14:38:35,24.26,61.0,31.28,0
2026-07-07,14:38:40,23.99,61.5,30.04,0
2026-07-07,14:38:45,24.15,60.8,30.04,0
2026-07-07,14:38:50,23.91,60.8,30.71,0
2026-07-07,14:38:55,24.19,61.6,29.91,0
2026-07-07,14:39:00,24.17,61.2,30.25,0
2026-07-07,14:39:05,23.82,61.1,31.05,0
2026-07-07,14:39:10,23.93,61.8,30.87,0
2026-07-07,14:39:15,24.06,61.5,31.49,0
2026-07-07,14:39:20,24.05,61.7,30.59,0
2026-07-07,14:39:25,23.92,61.4,30.19,0
2026-07-07,14:39:30,24.16,62.2,30.53,0
2026-07-07,14:39:35,24.14,61.2,30.42,0
2026-07-07,14:39:40,24.07,61.9,30.43,0
2026-07-07,14:39:45,23.99,61.4,30.49,0
2026-07-07,14:39:50,24.26,60.9,30.03,0
2026-07-07,14:39:55,24.35,61.5,30.64,0
2026-07-07,14:40:00,24.03,61.5,29.8,0
2026-07-07,14:40:05,24.01,61.1,30.14,0
2026-07-07,14:40:10,24.17,61.1,30.44,0
2026-07-07,14:40:15,24.05,61.4,29.37,0
2026-07-07,14:40:20,24.08,61.5,30.88,0
2026-07-07,14:40:25,24.21,60.7,29.47,0
2026-07-07,14:40:30,23.81,61.7,30.83,0
2026-07-07,14:40:35,24.3,61.3,29.85,0
2026-07-07,14:40:40,24.11,61.0,30.3,0
2026-07-07,14:40:45,24.04,61.7,30.76,0
2026-07-07,14:40:50,24.09,61.4,31.6,0
2026-07-07,14:40:55,24.09,61.8,30.56,0
2026-07-07,14:41:00,23.84,61.5,29.51,0
2026-07-07,14:41:05,24.32,61.4,30.98,0
2026-07-07,14:41:10,24.11,61.4,30.38,0
2026-07-07,14:41:15,24.17,61.5,30.53,0
2026-07-07,14:41:20,24.24,61.3,30.78,0
2026-07-07,14:41:25,23.95,61.1,29.39,0
2026-07-07,14:41:30,24.17,61.6,30.5,0
2026-07-07,14:41:35,24.06,61.4,30.3,0
2026-07-07,14:41:40,24.23,61.4,31.11,0
2026-07-07,14:41:45,23.78,61.7,30.86,0
2026-07-07,14:41:50,24.09,61.4,29.69,0
2026-07-07,14:41:55,24.01,61.4,31.13,0
2026-07-07,14:42:00,24.16,61.2,30.72,0
2026-07-07,14:42:05,24.17,61.5,29.73,0
2026-07-07,14:42:10,23.99,61.5,30.53,0
2026-07-07,14:42:15,23.99,61.7,31.02,0
2026-07-07,14:42:20,24.08,61.2,29.89,0
2026-07-07,14:42:25,23.97,61.3,31.19,0
2026-07-07,14:42:30,24.23,61.6,29.74,0
2026-07-07,14:42:35,24.04,61.5,30.1,0
2026-07-07,14:42:40,23.66,61.1,30.03,0
2026-07-07,14:42:45,24.04,61.8,31.19,0
2026-07-07,14:42:50,23.94,60.9,30.25,0
2026-07-07,14:42:55,23.86,61.6,29.92,0
2026-07-07,14:43:00,23.91,61.0,30.72,0
2026-07-07,14:43:05,24.12,62.0,30.83,0
2026-07-07,14:43:10,24.3,60.9,30.83,0
2026-07-07,14:43:15,24.15,61.7,30.36,0
2026-07-07,14:43:20,24.01,61.4,30.63,0
2026-07-07,14:43:25,24.17,61.3,30.17,0
2026-07-07,14:43:30,24.03,61.5,31.34,0
2026-07-07,14:43:35,24.0,61.6,31.07,0
2026-07-07,14:43:40,23.93,61.1,31.04,0
2026-07-07,14:43:45,23.84,61.2,30.9,0
2026-07-07,14:43:50,24.04,61.6,30.76,0
2026-07-07,14:43:55,24.12,60.9,29.88,0
2026-07-07,14:44:00,24.09,61.2,30.82,0
2026-07-07,14:44:05,24.04,62.3,30.56,0
2026-07-07,14:44:10,23.96,61.1,31.13,0
2026-07-07,14:44:15,24.19,61.7,30.9,0
2026-07-07,14:44:20,23.9,61.2,30.78,0
2026-07-07,14:44:25,24.22,61.6,29.66,0
2026-07-07,14:44:30,23.95,61.6,30.46,0
2026-07-07,14:44:35,23.99,61.7,30.22,0
2026-07-07,14:44:40,23.88,61.3,30.63,0
2026-07-07,14:44:45,24.02,62.0,30.29,0
2026-07-07,14:44:50,24.25,61.2,30.36,0
2026-07-07,14:44:55,24.18,61.5,30.73,0
2026-07-07,14:45:00,24.25,61.5,30.28,0
2026-07-07,14:45:05,24.18,61.1,30.56,0
2026-07-07,14:45:10,23.93,61.3,29.74,0
2026-07-07,14:45:15,24.05,61.4,30.08,0
2026-07-07,14:45:20,23.98,61.3,30.83,0
2026-07-07,14:45:25,24.3,62.1,29.88,0
2026-07-07,14:45:30,23.92,61.1,31.12,0
2026-07-07,14:45:35,24.23,61.8,30.99,0
2026-07-07,14:45:40,24.23,61.7,30.37,0
2026-07-07,14:45:45,24.37,61.4,32.0,0
2026-07-07,14:45:50,24.04,61.1,31.12,0
2026-07-07,14:45:55,24.21,61.2,30.03,0
2026-07-07,14:46:00,24.44,61.2,30.87,0
2026-07-07,14:46:05,24.01,60.9,30.53,0
2026-07-07,14:46:10,23.87,61.1,30.11,0
2026-07-07,14:46:15,23.82,61.0,29.97,0
2026-07-07,14:46:20,24.21,61.8,31.0,0
2026-07-07,14:46:25,23.82,61.6,30.2,0
2026-07-07,14:46:30,24.04,61.6,30.45,0
2026-07-07,14:46:35,24.17,61.6,30.04,0
2026-07-07,14:46:40,24.13,61.5,30.13,0
2026-07-07,14:46:45,24.16,61.8,30.44,0
2026-07-07,14:46:50,24.13,61.2,30.69,0
2026-07-07,14:46:55,24.29,61.4,29.21,0
2026-07-07,14:47:00,23.96,61.6,30.51,0
2026-07-07,14:47:05,24.0,61.0,30.13,0
2026-07-07,14:47:10,23.98,62.3,31.2,0
2026-07-07,14:47:15,24.22,61.4,31.97,0
2026-07-07,14:47:20,24.24,61.4,30.32,0
2026-07-07,14:47:25,24.17,61.8,29.64,0
2026-07-07,14:47:30,24.28,61.7,30.56,0
2026-07-07,14:47:35,23.92,61.4,30.4,0
2026-07-07,14:47:40,24.35,61.4,31.49,0
2026-07-07,14:47:45,24.33,60.9,31.33,0
2026-07-07,14:47:50,24.21,61.2,30.93,0
2026-07-07,14:47:55,24.37,61.6,30.21,0
2026-07-07,14:48:00,23.85,61.5,30.84,0
2026-07-07,14:48:05,24.02,61.8,30.63,0
2026-07-07,14:48:10,23.99,61.4,30.62,0
2026-07-07,14:48:15,24.21,61.0,29.72,0
2026-07-07,14:48:20,23.94,61.7,31.03,0
2026-07-07,14:48:25,24.21,61.8,30.55,0
2026-07-07,14:48:30,24.31,61.7,30.45,0
2026-07-07,14:48:35,24.2,61.4,30.2,0
2026-07-07,14:48:40,24.14,61.7,30.1,0
2026-07-07,14:48:45,23.95,62.4,30.66,0
2026-07-07,14:48:50,23.97,61.4,29.63,0
2026-07-07,14:48:55,24.29,61.0,30.89,0
2026-07-07,14:49:00,24.22,61.2,29.97,0
2026-07-07,14:49:05,24.09,61.6,29.47,0
2026-07-07,14:49:10,24.04,60.9,31.41,0
2026-07-07,14:49:15,23.8,61.5,30.07,0
2026-07-07,14:49:20,23.94,61.5,30.14,0
2026-07-07,14:49:25,24.39,61.9,31.07,0
2026-07-07,14:49:30,23.91,61.8,31.43,0
2026-07-07,14:49:35,24.13,61.7,29.73,0
2026-07-07,14:49:40,24.25,60.8,30.02,0
2026-07-07,14:49:45,23.91,61.7,30.06,0
2026-07-07,14:49:50,24.13,61.6,30.97,0
2026-07-07,14:49:55,24.24,61.5,31.32,0
2026-07-07,14:50:00,24.1,60.9,29.96,0
2026-07-07,14:50:05,24.53,61.2,31.21,0
2026-07-07,14:50:10,23.85,61.0,30.15,0
2026-07-07,14:50:15,24.26,60.8,30.67,0
2026-07-07,14:50:20,24.07,61.4,29.86,0
2026-07-07,14:50:25,24.22,61.2,30.44,0
2026-07-07,14:50:30,24.17,62.2,30.44,0
2026-07-07,14:50:35,23.99,61.3,30.34,0
2026-07-07,14:50:40,24.13,61.8,30.69,0
2026-07-07,14:50:45,23.82,60.9,30.0,0
2026-07-07,14:50:50,24.19,61.2,30.06,0
2026-07-07,14:50:55,24.14,61.4,30.72,0
2026-07-07,14:51:00,24.2,61.1,31.17,0
2026-07-07,14:51:05,24.26,61.3,30.49,0
2026-07-07,14:51:10,24.16,61.3,30.75,0
2026-07-07,14:51:15,24.12,61.3,30.88,0
2026-07-07,14:51:20,23.97,62.0,30.92,0
2026-07-07,14:51:25,23.99,61.5,30.02,0
2026-07-07,14:51:30,24.28,61.5,30.11,0
2026-07-07,14:51:35,24.32,61.6,30.15,0
2026-07-07,14:51:40,24.06,61.6,31.46,0
2026-07-07,14:51:45,24.11,61.4,30.75,0
2026-07-07,14:51:50,23.96,61.3,30.73,0
2026-07-07,14:51:55,24.28,61.5,30.68,0
2026-07-07,14:52:00,24.2,61.7,29.84,0
2026-07-07,14:52:05,24.39,61.7,31.47,0
2026-07-07,14:52:10,23.97,61.3,30.74,0
2026-07-07,14:52:15,24.04,61.6,30.86,0
2026-07-07,14:52:20,24.13,61.3,29.62,0
2026-07-07,14:52:25,24.2,61.4,30.89,0
2026-07-07,14:52:30,24.07,61.3,30.32,0
2026-07-07,14:52:35,23.97,61.3,29.84,0
2026-07-07,14:52:40,24.23,61.8,30.02,0
2026-07-07,14:52:45,24.21,61.4,29.87,0
2026-07-07,14:52:50,23.96,61.4,29.86,0
2026-07-07,14:52:55,24.3,61.0,30.53,0
2026-07-07,14:53:00,24.28,61.3,30.31,0
2026-07-07,14:53:05,24.12,61.3,30.67,0
2026-07-07,14:53:10,24.11,61.2,31.34,0
2026-07-07,14:53:15,24.18,61.4,30.44,0
2026-07-07,14:53:20,23.97,61.3,29.38,0
2026-07-07,14:53:25,24.1,61.4,30.38,0
2026-07-07,14:53:30,23.78,61.4,31.1,0
2026-07-07,14:53:35,24.23,61.1,30.46,0
2026-07-07,14:53:40,23.87,61.3,31.26,0
2026-07-07,14:53:45,24.33,61.4,30.73,0
2026-07-07,14:53:50,24.05,61.8,29.58,0
2026-07-07,14:53:55,24.07,61.5,30.55,0
2026-07-07,14:54:00,24.01,61.2,30.65,0
2026-07-07,14:54:05,24.06,61.5,31.04,0
2026-07-07,14:54:10,24.31,61.9,31.41,0
2026-07-07,14:54:15,23.73,61.7,30.95,0
2026-07-07,14:54:20,24.29,61.6,30.72,0
2026-07-07,14:54:25,24.15,61.6,30.84,0
2026-07-07,14:54:30,23.92,61.8,30.42,0
2026-07-07,14:54:35,23.94,61.7,29.77,0
2026-07-07,14:54:40,24.35,61.6,30.52,0
2026-07-07,14:54:45,23.96,61.7,30.68,0
2026-07-07,14:54:50,23.93,61.1,29.9,0
